"","BLOCK","Fertilizer","Mowing","Ditch","treatment","QUADRAT..","DATA.TYPE","Year","Agalinus.purpurea","Aster.novi.belgii","Bidens.bipinnata","Chamaecrista.fasciculata","Clematis.dioscoreifolia","Desmodium.sp.","Drosera.sp.","Erechtites.graminifolia","Eupatorium.capillifolium","Eupatorium.pilosum","Eupatorium.recurvans","Eupatorium.rotundifolium","Eupatorium.semiserratum","Euthamia.caroliniana","Galium.sp.","Gelsemium.sempervirens","Gnaphalium.purpureum","Gratiola.pilosa","Hypericum.sp.","Lespedeza.capitata","Lespedeza.hirta","Lobelia.nuttallii","Ludwigia.alternifolia","Ludwigia.hirtella","Lycopodium","Melothria.pendula","Osmunda.cinnamomea","Osmunda.regalis","Packera.tomentosa","Polygala.cruciata","Polygala.lutea","Polygonum.sp.","Pteridium.aquilinum","Pycnanthemum.flexuosum","Rhexia.mariana","Rhexia.virginica","Rhus.radicans","Rubus.hispidus","Scutellaria.integrifolia","Smilax.glauca","Smilax.rotundifolia","Solanum.carolinense","Solidago.pinetorum","Solidago.puberula","Solidago.rugosa","Solidago.stricta","Sphagnum.sp","Viola.primulifolia","Acer.rubrum","Amelanchier.canadensis","Aronia.arbutus","Callicarpa.americana","Clethra.alnifolia","Crataegus.sp.","Cyrilla.racemiflora","Ilex.glabra","Ilex.opaca","Itea.virginica","Liquidambar.styraciflua","Magnolia.virginica","Nyssa.sylvatica","Pinus.taeda","Prunus.serotina","Rhus.copallinum","Rubus.argutus","Symplocos.tinctoria","Vaccinium.sp.","Viburnum.nudum","Amphicarpum.purshii","Andropogon.virginica","Aristida.virgata","Arundinaria.tecta","Calamagrostis.coarctata","Chasmanthium.laxum","Dichanthelium.lucidum","Dichanthelium.scabriusculum","Dichanthelium.scoparium","Juncus.biflorus","Juncus.canadensis","Juncus.dichotomus","Juncus.effusus","Carex.glaucescens","Rhynchospora.chalarocephala","Rhynchospora.inexpansa","Saccharum.giganteum","Scirpus.cyperinus","Scleria.minor","Xyris.sp"
"270",2,1,1,0,"MF",60,"p cover",2006,0,0,0,0,0,0,0,0,0,0,0,0.0140886001610472,0,0.516331757169929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00903317208434997,0,0,0,0,0,0.00903317208434997,0,0,0.00906344410876133,0,0.0281166562732716,0,0,0,0,0,0.0361326883373999,0,0,0,0,0.0441789924259395,0,0.0472304124866046,0,0,0,0,0,0.00502515605228584,0,0,0,0,0,0,0,0,0,0,0.0963740169160072,0,0.121530069201848,0,0.731577959544466,0.141509605313346,0,0.0130411881164141,0.17773310972398,0,0,0,0,0,0,0,0,0,0
"271",3,1,1,1,"MF",64,"p cover",2006,0,0,0,0,0,0,0,0,0,0,0,0.0165300393037619,0,0.110129140932061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434362717574396,0,0,0,0,0.173958450308815,0.0288377316114542,0,0,0,0.0465131948343627,0,0,0,0.075350926445817,0.00672655811341943,0.0361370016844469,0,0,0,0,0,0,0,0,0,0,0,0,0.183829309376755,0,0,0,0,0,0,0,0,0,0.484390791690062,0.226984839977541,0,0.560449185850646,0.00672655811341943,0,0,0,0,0,0,0,0,0,0
"272",3,1,1,1,"MF",65,"p cover",2006,0,0,0,0,0,0,0,0,0,0,0,0.0301898537192655,0,0.0668378462496109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334189231248055,0,0,0.142312480547775,0,0,0,0,0.111733582321818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117530345471522,0,0,0,0,0,0,0,0,0,0.0598739495798319,0.348622782446312,0,1.01735138499844,0.0721288515406162,0,0,0,0,0,0,0,0,0,0
"273",3,1,1,1,"MF",66,"p cover",2006,0,0,0,0,0,0,0,0,0,0,0,0.0919137609795049,0,0.106521160500399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0096140537663029,0,0,0,0,0,0,0,0,0,0,0.221112589832313,0.0319190843758318,0,0,0,0.0988341762044184,0,0,0,0,0,0.0569177535267501,0,0,0,0,0,0,0,0,0,0,0,0,0.0772957146659569,0,0,0,0,0,0,0,0,0,0.166111258983231,0.487591163162097,0,0.652169284003194,0,0,0,0,0,0,0,0,0,0,0
"274",4,1,1,0,"MF",70,"p cover",2006,0,0,0,0.0129679368809804,0,0,0,0,0,0,0,0.0152201891332326,0,0.0492557775166471,0,0,0,0,0,0.0321470538861843,0,0,0,0.0432264562699345,0,0,0,0,0.06825303564434,0,0,0,0,0.125244810027419,0.0404286273851491,0,0,0,0,0.0778076212858822,0.00864529125398691,0,0,0,0,0.0171087236304628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147557495383582,0,0,0,0,0.019360975882715,0,0.0644759666498797,0,0.0378126573778748,1.01556991774383,0,0.0712327234066364,0.153684740641262,0,0,0,0,0,0,0,0,0,0
"275",4,1,1,0,"MF",71,"p cover",2006,0,0,0,0,0,0,0,0,0,0,0.029470593241978,0,0,0.651624606349477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113403268363265,0,0,0.0369127159758277,0,0.132942165290663,0,0,0,0,0,0.043759043322836,0,0,0,0,0.0512011660566857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055706868669674,0,0.0625265980083411,0.011947825346838,0.0359924248872244,0,0.0412694697421057,0.337124436122223,0,0,0.396118818622862,0,0,0,0,0,0,0,0,0,0
"276",4,1,1,0,"MF",72,"p cover",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531026727554477,0,0,0,0,0,0.0326174901605847,0,0,0,0,0,0,0,0,0.0159007693257086,0,0,0,0,0,0.00530025644190288,0,0,0,0,0.118237544740198,0,0,0,0,0,0.0530025644190288,0,0,0,0,0.0605449733272994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159007693257086,0,0,0,0,0,0,0.00754240890827059,0.0159007693257086,0.110900837893062,0.699195019267426,0,0.0136586168593409,0.320271252451283,0,0,0,0,0,0,0,0,0,0
"277",5,1,1,1,"MF",76,"p cover",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935030728709394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987708516242318,0,0,0,0,0,0.0278997171007707,0,0,0,0,0.0229977563164569,0,0,0,0,0,0.0262413423080675,0,0,0,0,0.0229245927226612,0,0,0,0,0,0,0,0,0,0,0,0,0.0327285142912887,0.439152277826554,0,0,0.0131938347478295,0,0,0,0.00987708516242318,0,0.111452541215491,0.417349526875427,0,0.772802653399668,0,0,0,0,0,0,0,0,0,0,0
"278",5,1,1,1,"MF",77,"p cover",2006,0,0,0,0,0,0,0,0,0,0,0,0.00620156529430994,0,0.0403053669980578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961098398169336,0,0,0,0,0.387544949329846,0,0.0279118512393516,0,0.0062111801242236,0,0.0496221371843932,0.00930715535642174,0,0,0,0,0,0,0.0124031305886199,0,0,0.0310078264715497,0,0.0186046958829298,0,0,0,0,0,0,0,0,0,0,0.12731957771667,0,0,0,0,0,0.0279022364094379,0,0.00930715535642174,0,0.0650539391958156,0.313126165798127,0,0.759667711478184,0.0123935157587062,0,0,0,0,0,0,0,0,0,0
"279",5,1,1,1,"MF",78,"p cover",2006,0,0.0384827670796026,0,0,0,0,0,0,0,0,0,0,0,0.138488899791488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074199681098982,0,0,0,0,0.0909051882742549,0,0,0,0,0,0,0,0,0,0,0.00541518459462774,0,0,0,0,0,0,0,0.128228872807555,0,0,0,0,0.251729424751625,0.189752238439838,0,0,0,0,0,0,0.0108303691892555,0,0.196792591684043,0.134919661474304,0,0.740255120814424,0,0,0,0,0,0,0,0,0,0,0
"280",6,1,1,0,"MF",82,"p cover",2006,0,0.00462443197006148,0,0,0,0,0,0,0,0,0,0,0,0.564661855118952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161454156642609,0,0,0,0,0,0.00462443197006148,0.00924886394012296,0,0,0,0.0161721464848971,0.0230954290296712,0,0,0,0.0138732959101844,0.0115477145148356,0,0,0,0,0.0138732959101844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00927559476075916,0,0,0,0,0.0277465918203689,0,0.0276931301790965,0,0.124378508420209,0.960304731355253,0,0,0.16348569901096,0.00462443197006148,0,0,0.00462443197006148,0,0,0,0,0,0
"281",6,1,1,0,"MF",83,"p cover",2006,0,0,0,0,0,0,0,0,0,0,0.0424283818593396,0.0773944266645851,0,0.438584029349778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364803684333776,0,0,0.00179533213644524,0,0.0403520412145812,0.0172937319491062,0,0,0,0.0707868238232769,0.0646436655998751,0,0,0,0,0.0277847162594645,0,0.0281632971664975,0,0,0,0,0,0.0179533213644524,0,0,0,0,0.0941144329092186,0,0,0,0,0,0,0,0,0.0101124034033253,0.144126141597065,0.421961595503864,0,0.0450784482085708,0.368589493404106,0.0343064553898993,0,0,0,0,0.00793849035984701,0,0.0101124034033253,0,0
"282",6,1,1,0,"MF",84,"p cover",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24525665249567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00887655487324831,0.0524917335852622,0,0,0,0,0.0484372539757519,0.0177531097464966,0,0,0,0.114627617698,0.0699889781136829,0,0,0,0,0.0309400094473311,0,0.0200362147693277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821720988820658,0,0,0,0.2682845221225,0.859569359156038,0,0,0.155192095732955,0,0,0,0.0197803495512518,0.00659344985041726,0,0,0,0,0
"283",7,1,1,1,"MF",88,"p cover",2006,0,0,0,0,0,0,0,0,0,0,0,0.0209153728279411,0,0.0219330962500361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100847139098505,0,0,0,0,0.0776245410125191,0,0,0,0,0,0.0352964986844768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184578020643594,0.546517477665019,0,1.09800792205164,0,0,0,0,0,0.00504235695492526,0,0,0,0,0
"284",7,1,1,1,"MF",89,"p cover",2006,0,0,0,0,0,0,0,0,0,0,0,0.0409328114807567,0,0.209030948756976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026690584909763,0.0377437124012466,0,0,0,0.127781401754004,0,0,0,0,0,0.105222149742698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095419294049431,0.494002319344785,0,0.863176777560339,0,0,0,0,0,0,0,0,0,0,0
"285",7,1,1,1,"MF",90,"p cover",2006,0,0,0,0,0,0,0,0,0,0,0.0066246719160105,0,0.070498687664042,0.152866141732283,0,0,0,0,0,0,0,0.0046246719160105,0,0,0,0,0,0,0,0,0,0,0,0,0.0291233595800525,0,0,0,0,0.111742782152231,0.0046246719160105,0,0,0,0,0.0613700787401575,0,0,0,0,0.0066246719160105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431233595800525,0,0.665826771653543,0.311107611548556,0,0.498845144356955,0.0283727034120735,0,0,0,0,0,0.0046246719160105,0,0,0,0
"286",8,1,1,0,"MF",94,"p cover",2006,0,0,0,0,0,0,0,0,0,0,0.15669384197303,0,0,0.549223196431318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329436496949187,0,0,0,0,0,0.0187509613905553,0,0,0,0,0,0,0,0,0,0,0.214756704096806,0,0.0430446597959288,0,0,0.00455827308619187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260754755678614,0,0,0.215223298979644,0.077541916628211,0.139234989488797,0.0486386709736964,0.0658360252268882,0.132759062708301,0,0,0,0,0,0.0329436496949187,0,0,0,0.00709634415218172
"287",8,1,1,0,"MF",95,"p cover",2006,0,0,0,0,0,0,0,0,0,0,0.0639309308259639,0.0110804292355552,0,0.697927225698207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287671711699116,0,0,0,0,0,0,0.129784333601314,0,0,0,0,0.0375056800307596,0,0,0,0,0,0.260162885805166,0,0,0,0,0.165996714320668,0,0,0,0.0200286623090636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402670488307875,0,0,0.175713936173931,0.0223705826837708,0.0221608584711105,0.156419308609179,0.0306896431192981,0.0811632702995561,0.00447411653675417,0,0,0.0134223496102625,0.0178964661470167,0.0202383865217239,0,0,0,0
"288",8,1,1,0,"MF",96,"p cover",2006,0,0,0,0,0,0,0,0,0,0,0,0.0101851172572323,0,0.390555840852958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133396913897244,0.107169931284083,0,0,0.0228034137872007,0,0.0555229501381655,0,0,0,0.154671948744284,0,0.0632748881226616,0,0,0,0,0.0235248086469567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688626415278899,0,0,0.419668402905143,0.00703054312474017,0.347920181938229,0.0407404690289292,0.15178636930526,0.0948206294475827,0.0140610862494803,0,0,0.0140610862494803,0,0,0,0,0,0
"289",1,0,0,1,"C",1,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0,0.0142799149891348,0,0.0428397449674045,0,0,0,0,0,0,0,0.0142799149891348,0,0,0,0,0,0,0,0,0,0,0,0,0.0285598299782697,0,0,0.314205888673974,0,0.790553287007188,0.223296797764883,0,0,0,0,0,0,0,0.0142799149891348,0,0,0,0.107409795353058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142799149891348,0.0266255940014805,0.206796093320916,0,0.0675311029920959,0.0285598299782697,0,0.106502376005922,0,0,0,0,0,0,0,0,0,0,0
"290",1,0,0,1,"C",2,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254789272030651,0.0308429118773946,0,0,0.125287356321839,0,0.446360153256705,0.53007662835249,0.0254789272030651,0,0,0,0,0,0,0,0.0390804597701149,0,0,0,0,0.0862068965517241,0,0,0,0,0,0,0,0,0,0,0,0.0312260536398467,0,0,0,0.15632183908046,0.137164750957854,0,0.142337164750958,0.106513409961686,0,0.117624521072797,0,0,0,0,0,0,0,0,0,0,0
"291",1,0,0,1,"C",3,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0,0.0299023957409051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525584146702159,0,0,0,0,0,0.0226560189293109,0,0,0.176841171251109,0,0.374327122153209,0.248388050872523,0,0,0,0,0,0,0,0,0.0113280094646554,0,0,0.0575569358178054,0,0,0.0421472937000887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355249926057379,0,0.238982549541556,0,0.103283052351375,0.256876663708962,0,0.0185743862762496,0,0,0,0,0,0,0,0,0,0.0113280094646554,0
"292",2,0,0,0,"C",7,"p cover",2007,0,0,0,0,0,0,0,0,0,0.0103125534566604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418428190904426,0,0,0,0,0.00922509225092251,0,0.186383519464334,0,0,0,0,0.00846753500647589,0,0,0,0,0,0.178245888419149,0,0,0,0,0,0,0,0,0,0,0,0,0.106583416827546,0,0,0,0,0,0.964565870824271,0.0235575865692432,0,0,0.0754502578138364,0,0.0187800884631363,0,0,0,0,0,0,0,0,0,0,0,0
"293",2,0,0,0,"C",8,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372287780738485,0,0,0,0,0,0,0.409938747966917,0,0,0,0,0.0189985119562584,0,0,0,0,0.270581721285947,0.0637090355400215,0,0.177215627919853,0,0,0,0,0,0,0,0,0,0,0,0,0.016541509499256,0.0509395438972904,0,0,0.393120393120393,0.033083018998512,0.0429110288265218,0,0.150673080250545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294",2,0,0,0,"C",9,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0,0.0140053752549194,0,0.0221627972934646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265696959874667,0.00815742203854517,0,0,0,0,0,0.161622300555083,0.0289426414380833,0,0,0,0.00815742203854517,0.0501735478033035,0,0,0,0,0.106978377429332,0,0,0,0.406425995705198,0,0,0,0,0,0.00815742203854517,0,0,0,0,0.114987237145983,0.0163148440770903,0,0,0.487770619774996,0.0443255945869292,0.0635846737706468,0.0140053752549194,0.109733533217185,0.036168172548384,0.0244722661156355,0,0,0,0,0,0,0,0,0,0,0.00815742203854517,0
"295",3,0,0,1,"C",13,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674116798846431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202775775054074,0,0,0,0,1.12364816149964,0.0202775775054074,0,0,0,0.0739906272530642,0,0,0,0,0,0.134282624369142,0,0,0,0,0,0,0,0,0,0,0,0,0.167177361211247,0,0,0,0,0,0,0,0,0,0.0887707281903388,0.115086517664023,0.128785147801009,0.0602919971160779,0,0,0,0,0,0,0,0,0,0,0
"296",3,0,0,1,"C",14,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0,0.0242372881355932,0,0.0442372881355932,0,0,0,0,0,0.133898305084746,0,0,0,0,0,0,0,0,0.0684745762711864,0,0,0,0,0,0,0,0,0,0,0.204745762711864,0.376610169491525,0,0,0,0,0,0,0,0,0,0.184745762711864,0,0.0823728813559322,0,0,0,0,0,0,0,0,0,0,0.248305084745763,0.102372881355932,0,0,0,0,0.333050847457627,0,0,0,0.0642372881355932,0.0684745762711864,0,0.0642372881355932,0,0,0,0,0,0,0,0,0,0,0
"297",3,0,0,1,"C",15,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610119047619048,0,0,0,0,0,0,0,0,0.104166666666667,0.0282738095238095,0.0104166666666667,0,0.0639880952380952,0,0,0,0,0,0,0,0,0,0,0.0669642857142857,0,0,0,0,0,0,0,0.087797619047619,0,0.550595238095238,0.300595238095238,0,0.177083333333333,0,0,0,0,0,0,0,0,0,0,0
"298",4,0,0,0,"C",19,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431682554444703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667286677516856,0,0,0,0,0,0,0,0,0,0,0.235759125784701,0,0,0,0,0.106099356738743,0,0,0,0,0,0.098194218398822,0,0.0510733937843912,0,0.256451987909788,0,0,0,0,0,0.315895528171743,0,0,0,0,0,0,0,0,0.355731225296443,0.0627760985817252,0.0510733937843912,0,0.255056963496861,0.101991784856235,0,0,0,0,0,0,0,0,0,0,0,0,0
"299",4,0,0,0,"C",20,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570489844683393,0,0,0,0.0576463560334528,0,0.264038231780167,0,0,0,0,0,0,0,0,0,0,0.0731780167264038,0,0,0,0,0,0,0,0,0,0.412485065710872,0,0,0,0,0,0,0,0,0.128733572281959,0.123357228195938,0.414874551971326,0,0.279868578255675,0.150238948626045,0,0.0385304659498208,0,0,0,0,0,0,0,0,0,0,0
"300",4,0,0,0,"C",21,"p cover",2007,0,0,0,0,0,0,0,0,0.0122265122265122,0,0,0.0543114543114543,0,0.0462033462033462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275675675675676,0,0,0,0,0,0,0,0,0,0,0.208622908622909,0,0,0,0,0,0.203346203346203,0,0,0,0,0,0,0.0460746460746461,0,0,0,0,0,0,0,0.225740025740026,0,0,0,0.0149292149292149,0.023037323037323,0,0,0,0.22972972972973,0.122265122265122,0.0460746460746461,0,0.146718146718147,0.228314028314028,0,0.116731016731017,0,0,0,0,0,0,0,0,0,0,0
"301",5,0,0,1,"C",25,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0,0.0454749103942652,0,0.0707885304659498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415098566308244,0,0,0,0,0.101702508960573,0,0,0,0,0,0.0777329749103943,0,0,0,0,0,0,0,0,0,0,0,0,0.160394265232975,0.233198924731183,0,0,0,0,0,0,0.0801971326164875,0,0,0.23073476702509,0,0.584677419354839,0,0,0,0,0,0,0,0,0,0,0
"302",5,0,0,1,"C",26,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0,0.0176875679594056,0,0.0819862268938021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289235230155854,0,0,0.0193548387096774,0,0.589343965204784,0,0,0,0,0,0,0,0,0,0,0,0,0.0595143167814425,0,0,0,0,0,0,0,0,0,0,0.0176875679594056,0.344182674882204,0,0,0,0,0,0,0.185212033345415,0,0,0.529177238129757,0,0.126930047118521,0,0,0,0,0,0,0,0,0,0,0
"303",5,0,0,1,"C",27,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296252407050807,0,0,0,0,0.573248407643312,0,0,0,0,0,0,0,0,0,0.400385128129166,0.124870389571915,0,0,0,0,0,0,0,0,0,0,0,0,0.0888757221152422,0.0359946674566731,0,0,0,0,0,0,0.00636942675159236,0,0.30454747444823,0.359946674566731,0,0.0761368686120575,0,0,0,0,0,0,0,0,0,0,0
"304",6,0,0,0,"C",31,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0.0680244634202631,0,0,0.085881606277406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948101777059774,0,0,0,0,0,0.0914060696976691,0,0,0,0,0.127120355411955,0,0,0,0,0.218526425109624,0.121595891991692,0,0,0.158752596353566,0,0.177287675975075,0,0.0615624278790676,0,0,0,0,0,0,0,0.0412387491345488,0,0,0,0,0,0,0,0,0.127120355411955,0.263169282252481,0,0,0.153906069697669,0.209597853681052,0,0,0,0,0,0,0,0,0,0,0,0,0
"305",6,0,0,0,"C",32,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0,0.0334874597169679,0,0.0762225024520106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229017794591565,0,0,0,0,0,0.0252907384054925,0,0,0.0331371724814348,0,0.133249264396805,0.141796272943814,0,0,0,0,0.161342300686563,0,0,0,0.0580776236513941,0.016743729858484,0,0.0249404511699594,0,0.00819672131147541,0,0,0,0,0,0.426930082667788,0,0,0,0,0,0,0,0,0.0933165195460278,0,0,0.0420344682639765,0.110410536640045,0.351968614263696,0.0338377469525011,0,0,0,0,0,0,0,0,0,0,0,0
"306",6,0,0,0,"C",33,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0,0.0678260869565217,0,0.0678260869565217,0,0,0,0,0,0,0,0.0205797101449275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278260869565217,0,0.130724637681159,0.0278260869565217,0,0,0,0.0472463768115942,0.141739130434783,0,0,0,0.421159420289855,0.129565217391304,0,0.0617391304347826,0,0.428985507246377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217391304347826,0.0944927536231884,0.0339130434782609,0,0.0811594202898551,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307",7,0,0,1,"C",37,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549872122762148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712915601023018,0,0.0457161125319693,0,0,0.211636828644501,0.155051150895141,0,0,0,0.157289002557545,0,0,0,0,0.100703324808184,0.110933503836317,0,0.366687979539642,0,0,0,0,0,0,0,0,0,0,0.26150895140665,0,0,0,0,0,0,0,0.221867007672634,0,0.0843989769820972,0.157928388746803,0,0,0,0,0,0,0,0,0,0,0,0,0
"308",7,0,0,1,"C",38,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467567567567568,0,0,0.362702702702703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540540540540541,0.101351351351351,0,0,0,0,0,0.107567567567568,0,0,0,0.767567567567567,0.0735135135135135,0,0,0,0,0,0,0,0,0,0,0,0,0
"309",7,0,0,1,"C",39,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468892537858055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215927750410509,0,0,0.869458128078818,0,0,0,0,0.0234446268929028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443349753694581,0.135559204524722,0,0,0,0,0,0,0,0,0,0.162926473271301,0,0,0.102444809341361,0,0,0,0,0,0,0,0,0,0,0
"310",8,0,0,0,"C",43,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424242424242424,0,0,0,0,0.496969696969697,0,0,0,0,0,0,0,0,0,0,0,0,0.568181818181818,0,0,0,0,0,0,0,0,0,0,0.13030303030303,0.0606060606060606,0,0,0,0,0.203030303030303,0,0.0772727272727273,0,0.201515151515152,0.118181818181818,0,0.101515151515152,0,0,0,0,0,0,0,0,0,0,0
"311",8,0,0,0,"C",44,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0.0328638497652582,0.00938967136150235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00938967136150235,0.0187793427230047,0,0,0.0704225352112676,0,0.154929577464789,0,0,0,0,0.0375586854460094,0.187793427230047,0,0,0,0,0.0563380281690141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107981220657277,0,0,0,0.267605633802817,0.7981220657277,0,0.234741784037559,0,0,0,0,0,0,0,0,0,0.0140845070422535,0
"312",8,0,0,0,"C",45,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0,0.0678739119320857,0,0.0653177091041182,0,0,0,0,0,0.0678739119320857,0,0,0,0,0,0,0,0,0.249337405319593,0,0,0,0,0.00643086816720257,0.00739953450201133,0,0,0,0,0.183669900039016,0,0,0,0.0180145030876239,0,0.261230475319189,0,0,0,0,0.0411817729284667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261190114221905,0.122267217371416,0,0.0106149685856126,0.0147990690040227,0.418208236354586,0.0147990690040227,0.167592729621009,0,0,0,0,0,0.00739953450201133,0.0147990690040227,0,0,0,0
"313",1,1,0,1,"F",4,"p cover",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148393676695563,0,0,0,0,0.337072921978582,0,0,0,0,0.756246812850586,0,0,0,0,0,0.0458949515553289,0,0.0647628760836308,0,0,0,0,0,0,0,0,0,0,0,0.177970423253442,0.296787353391127,0,0,0,0,0,0,0,0.172870984191739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
