,BLOCK,Fertilizer,Mowing,Ditch,treatment,QUADRAT..,DATA.TYPE,Year,Agalinus.purpurea,Aster.novi.belgii,Bidens.bipinnata,Chamaecrista.fasciculata,Clematis.dioscoreifolia,Desmodium.sp.,Drosera.sp.,Eupatorium.capillifolium,Eupatorium.pilosum,Eupatorium.recurvans,Eupatorium.rotundifolium,Eupatorium.semiserratum,Gnaphaleum.purpureum,Gratiola.pilosa,Hypericum.sp.,Lactuca.sp,Lespedeza.capitata,Lespedeza.hirta,Lobelia.nuttallii,Ludwigia.alternifolia,Ludwigia.hirtella,Lycopodium,Osmunda.regalis,Packera.tomentosa,Polygala.cruciata,Polygala.lutea,Polygonum.sp.,Pteridium.aquilinum,Pycnanthemum.flexuosum,Rhexia.mariana,Rhexia.virginica,Rhus.radicans,Rubus.hispidus,Scutellaria.integrifolia,Smilax.glauca,Smilax.rotundifolia,Solanum.carolinense,Euthamia.caroliniana,Solidago.pinetorum,Solidago.puberula,Solidago.rugosa,Solidago.stricta,Sphagnum.sp,Viola.primulifolia,Acer.rubrum,Amelanchier.canadensis,Clethra.alnifolia,Crataegus.sp.,Cyrilla.racemiflora,Ilex.glabra,Itea.virginica,Liquidambar.styraciflua,Magnolia.virginica,Nyssa.sylvatica,Pinus.taeda,Prunus.serotina,Rhus.copallinum,Rubus.betulifolius,Sorbus.arbutifolia,Symplocos.tinctoria,Vaccinium.sp.,Viburnum.nudum,Amphicarpum.purshii,Andropogon.virginica,Aristida.virgata,Arundinaria.tecta,Calamagrostis.coarctata,Chasmanthium.laxum,Dichanthelium.lucidum,Dichanthelium.scabriusculum,Dichanthelium.scoparium,Juncus.canadensis,Juncus.biflorus,Juncus.effusus,Carex.glaucescens,Rhynchospora.chalarocephala,Rhynchospora.inexpansa,Saccharum.giganteum,Scirpus.cyperinus,Scleria.minor,Xyris.sp
167,6,1,1,0,MF,83,p cover,2005,0,0,0,0,0,0,0,0,0,0,0.091985392,0,0,0,0,0,0,0,0,0,0,0,0,0.073527667,0,0,0,0,0,0.059710741,0,0,0,0,0.106250577,0,0,0.445819984,0,0,0.056810241,0.203219555,0,0,0.009452992,0,0.014542051,0,0,0,0,0.019815686,0,0,0,0,0,0,0.094160767,0,0,0,0,0.252673074,0,0.014542051,0,0.014542051,0.195229996,0,0.038629382,0.034898285,0.166132711,0,0,0.029809226,0.078247571,0,0,0,0
168,6,1,1,0,MF,84,p cover,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009349946,0.092833153,0,0,0.007811484,0,0.055861322,0.043656555,0,0.146457205,0,0,0.051793066,0.220541712,0,0,0.009349946,0,0.011657638,0,0,0,0,0,0,0,0,0,0,0,0.016273023,0,0,0,0,0.060476706,0,0.173342362,0.038255688,0.162491874,0.837063922,0,0,0,0.01396533,0,0.009349946,0.027811484,0.011657638,0,0,0,0
169,7,0,0,1,C,37,p cover,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126456876,0,0,0.113636364,0.073620824,0,0.216394716,0,0,0.065073815,0,0,0,0,0.041569542,0.031857032,0,0,0,0,0,0,0,0,0,0.266705517,0.0503108,0,0,0,0,0.012043512,0,0.012043512,0.131507382,0,0.397047397,0.218531469,0,0.243201243,0,0,0,0,0,0,0,0,0,0
170,7,0,0,1,C,38,p cover,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029271039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039966226,0,0,0.393048128,0,0,0.086405854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059808612,0.14354067,0,0,0,0,0,0,0,0,0.142977765,0,0.512383901,0.481142696,0,0.111455108,0,0,0,0,0,0,0,0,0,0
171,7,0,0,1,C,39,p cover,2005,0,0,0,0,0,0,0,0,0,0,0.009448167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068751551,0,0,0.555472822,0,0,0,0,0,0.014974766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03327542,0.151816001,0.025730123,0,0,0,0,0,0,0,0.053065277,0,0.227368247,0.319765037,0,0.540332589,0,0,0,0,0,0,0,0,0,0
172,7,1,0,1,F,40,p cover,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023713658,0,0,0,0,0.426035348,0.210520812,0,0.131601652,0,0,0,0.010320801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096776302,0.082135014,0.170701736,0,0,0,0,0,0,0.041067507,0,0.630882661,0.118568291,0,0.047355417,0.010320801,0,0,0,0,0,0,0,0,0
173,7,1,0,1,F,41,p cover,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060775779,0,0,0,0,0.473655374,0.01374811,0,0.381203137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157885125,0.071977191,0,0,0,0,0,0,0,0.077506874,0,0.309083899,0.347852555,0,0.106311955,0,0,0,0,0,0,0,0,0,0
174,7,1,0,1,F,42,p cover,2005,0,0,0,0,0,0,0,0.121311588,0,0,0.06892733,0,0,0,0,0,0.016818149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016818149,0.076394303,0,0.188859259,0.064791206,0,0.33636155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063412972,0,0.217810705,0,0,0,0.045491667,0.096497692,0,0,0,0,0.1361985,0,0,0,0.447193151,0,0,0.10311378,0,0,0,0,0,0,0,0,0,0
175,7,0,1,1,M,85,p cover,2005,0,0,0,0,0,0,0,0,0,0,0.013985682,0,0,0,0,0,0,0,0,0,0,0,0,0.011074473,0,0,0,0,0,0.013985682,0,0,0.013700502,0,0.11158542,0,0,0.097299706,0,0,0.013985682,0,0,0.01689689,0,0.034664171,0.037875412,0,0,0,0,0.056842824,0,0,0,0,0.071398865,0.023019339,0,0,0,0,0,0.045738645,0,0.106333363,0,0.120259632,0.295651011,0,0.904628227,0,0,0,0,0.011074473,0,0,0,0,0
176,7,0,1,1,M,86,p cover,2005,0,0,0,0,0,0,0,0,0,0,0.023321882,0,0,0,0,0,0,0,0,0,0,0,0,0.126783827,0,0,0,0,0,0.014138478,0,0,0,0,0.091966173,0,0,0.109011628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088200317,0.065010571,0,0,0,0,0,0.157769556,0,0.252642706,0,0.102867336,0.161469345,0,0.806818182,0,0,0,0,0,0,0,0,0,0
177,7,0,1,1,M,87,p cover,2005,0,0,0,0,0,0,0,0,0,0,0,0.070925645,0,0,0,0.009795478,0,0,0,0,0,0,0,0.098066148,0,0,0,0,0.012646511,0.026407945,0,0,0.088816376,0,0.155102904,0,0,0.043020413,0,0,0.018969767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07787009,0,0.018348578,0,0,0,0,0.035582234,0.018348578,0.11506098,0,0.149384751,0.409991981,0,0.629219629,0,0,0,0,0.009795478,0.012646511,0,0,0,0
178,7,1,1,1,MF,88,p cover,2005,0,0,0,0,0,0,0,0,0,0,0.012633851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052562519,0,0,0.086618034,0,0.129788714,0,0,0,0,0,0,0.105125037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02811388,0,0,0,0.179422875,0.458145574,0,0.907660847,0,0.023629575,0,0,0.016299092,0,0,0,0,0
179,7,1,1,1,MF,89,p cover,2005,0,0,0,0,0,0,0,0,0,0,0.032002814,0,0,0,0,0,0,0,0,0,0,0,0,0.009619786,0,0,0,0,0,0.012172435,0,0,0.041569608,0.097775227,0,0,0,0.101113739,0,0,0,0.169444438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009619786,0,0,0,0,0,0,0,0,0.176517213,0.546984966,0,0.733673311,0,0,0,0.012172435,0,0.057334241,0,0,0,0
180,7,1,1,1,MF,90,p cover,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135715664,0,0,0.009567927,0,0.074447845,0,0,0.290732622,0,0,0,0.173463479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029365539,0.016847272,0,0,0,0,0.094493617,0,0.060799074,0,0.349394767,0.279717098,0,0.360934183,0,0.011387763,0,0,0.090826371,0.02230678,0,0,0,0
181,8,0,0,0,C,43,p cover,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021373265,0,0,0.12427541,0,0.187441077,0,0,0.123665827,0,0,0.052443065,0.019393067,0,0,0,0,0.138345039,0,0,0,0,0,0,0,0,0,0.031274256,0.034142324,0.025333661,0,0,0,0,0.176038847,0.022261136,0.033254454,0.010788861,0.022261136,0.423574958,0,0.448289571,0,0,0,0,0.01365693,0.092187115,0,0,0,0
182,8,0,0,0,C,44,p cover,2005,0,0.024420337,0,0,0,0,0,0,0,0.027555133,0.016912363,0,0,0,0.110298217,0,0,0,0.016912363,0,0,0,0,0,0,0,0,0,0.024420337,0.016912363,0,0,0.279938218,0,0.104531289,0,0,0.282826252,0,0,0,0.085064478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086380544,0.073261011,0,0,0,0,0.040674667,0.034405074,0,0,0.093152801,0.271447764,0.055690615,0.144547922,0,0,0,0,0.123765046,0.086883208,0,0,0,0
183,8,0,0,0,C,45,p cover,2005,0,0,0,0,0,0,0,0,0,0,0.031721489,0,0,0.01949655,0.019528226,0,0.014638251,0,0,0,0,0,0,0.0170674,0,0,0,0,0,0,0,0,0.052948338,0,0.085416192,0,0,0.219257001,0,0,0,0.57494234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012209101,0.014638251,0,0,0,0,0.22670283,0.090036922,0,0.012209101,0.01949655,0.409522584,0.019512388,0.046248874,0,0,0,0,0.070587886,0.043819724,0,0,0,0
184,8,1,0,0,F,46,p cover,2005,0,0,0,0,0,0,0,0,0,0.15247413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026494709,0.073430012,0,0,0.140756871,0,0.054827654,0,0,1.016508334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367128854,0,0,0,0,0,0.075268247,0,0,0,0,0,0,0.077106482,0,0.016004708,0,0,0,0,0,0,0,0
185,8,1,0,0,F,47,p cover,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015381188,0,0,0,0,0,0,0,0,0.020291171,0,0,0,0,0.05890695,0.074939375,0,0,0.060539327,0,0,0,0,0.525278275,0,0,0,0.178049031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285066109,0,0,0.064806643,0.020291171,0.14564571,0.348544571,0.043200144,0.015381188,0.097209964,0,0,0.015381188,0,0,0.031087994,0,0
186,8,1,0,0,F,48,p cover,2005,0,0,0,0,0,0,0,0,0,0.11603467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072535211,0,0,0,0,0,0,0,0.631581798,0,0,0,0.128927411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034344529,0,0,0,0,0,0,0,0.038190683,0,0.234507042,0.397183099,0.126327194,0,0.14864572,0,0,0,0,0,0.071722644,0,0
187,8,0,1,0,M,91,p cover,2005,0,0,0,0,0,0,0,0,0,0.028018126,0,0,0,0,0.01085283,0,0,0,0,0,0,0,0.028682229,0.156259776,0,0,0,0,0.04928076,0.012956985,0.0183834,0,0.027547138,0,0.106424141,0,0,0.213070232,0,0,0.031229411,0.215729263,0,0.008748674,0,0,0,0,0,0,0,0,0,0.039535058,0,0,0,0,0.021373608,0,0,0,0,0.394023254,0.017165297,0,0,0.062127644,0.252938216,0,0.102548755,0,0,0,0,0.122151132,0.041086087,0,0,0.039867983,0
188,8,0,1,0,M,92,p cover,2005,0,0,0,0,0,0,0,0,0,0.019178501,0.007700921,0,0,0,0,0,0,0,0.022955159,0,0,0,0,0.077828676,0,0,0,0,0.096085916,0.007700921,0.035740826,0,0,0,0.027266249,0,0,0.246999542,0,0,0,0.547269303,0,0,0,0,0,0,0,0.007700921,0,0,0,0,0,0,0,0,0.009395837,0,0,0,0,0.234509085,0.0427139,0,0.03404591,0.007700921,0.343859113,0,0.042668092,0,0.007700921,0,0.007700921,0.071094824,0.069058889,0,0,0.03312465,0
189,8,0,1,0,M,93,p cover,2005,0.010766014,0,0,0,0,0,0,0,0,0.015445786,0.009359544,0,0,0,0.008899181,0,0,0,0.036901671,0,0,0,0,0.025265693,0.011226377,0,0,0,0.036006326,0.011226377,0.009359544,0,0.031240783,0,0.024779949,0,0,0.03224728,0,0,0,0.132287802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027107145,0,0,0,0,0.118861136,0,0,0.024294205,0,0.433786957,0.043959401,0.102904224,0,0,0,0,0.175736077,0.668978983,0,0,0.009359544,0
190,8,1,1,0,MF,94,p cover,2005,0,0,0,0,0,0,0,0,0,0.143230626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148326,0,0,0,0,0,0.0148326,0.094144324,0,0.032599707,0,0,0,0,0.360784314,0,0,0,0.256449246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023476057,0,0,0,0,0.098252634,0,0,0.323996265,0.0148326,0.111431239,0.036041083,0,0,0.177697746,0,0,0.057436308,0.16844071,0,0.059570495,0,0.011951447
191,8,1,1,0,MF,95,p cover,2005,0,0,0,0,0,0,0,0,0,0.032708822,0.010534985,0,0,0,0,0,0,0,0.02691848,0,0,0,0,0,0,0,0,0,0,0.030171912,0,0,0.009321393,0,0.016354411,0,0,0.330758085,0,0,0,0.757454735,0,0,0,0,0,0,0,0,0,0.023606881,0,0,0,0,0.043602069,0,0.093081731,0,0,0,0,0.088366172,0,0,0.150201208,0,0.035991338,0.096364247,0.010534985,0,0.094185598,0,0,0.031275779,0.118567168,0,0,0,0
192,8,1,1,0,MF,96,p cover,2005,0,0,0,0,0,0,0,0,0,0.074329933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003371734,0,0,0,0,0.009939878,0.168890267,0,0,0.013461097,0,0.063098664,0,0,0.288957757,0,0,0,0.207907887,0,0,0,0,0,0,0,0,0,0.088845274,0,0,0,0,0,0.061719612,0.009939878,0,0,0,0,0.041752194,0,0,0.274290623,0.053684754,0.356982529,0.102770515,0.042955923,0.009939878,0.09872102,0,0,0,0.028440582,0,0,0,0
193,1,0,0,1,C,1,p cover,2006,0,0,0,0,0,0,0,0,0,0,0.024351599,0,0,0,0,0,0,0,0.00686915,0,0,0,0,0.092453198,0,0,0,0,0,0.00686915,0.024351599,0,0.209657761,0,0.192306942,0.127418097,0,0.059935647,0,0,0.00686915,0,0,0,0.00686915,0,0.026857449,0,0,0,0,0,0,0,0,0,0,0.021845749,0,0,0,0,0,0.147318643,0,0.049322348,0.00686915,0.236676092,0.33287344,0,0.420285686,0,0,0,0,0,0,0,0,0,0
194,1,0,0,1,C,2,p cover,2006,0,0,0,0,0,0,0,0,0,0,0.034151937,0,0,0,0,0,0,0.009467352,0,0,0,0,0,0.037869409,0,0,0,0,0,0.018934705,0,0,0.096522462,0,0.096358587,0.737204824,0,0.037869409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030087121,0,0,0.164315118,0,0.070336282,0,0.144737381,0.217453416,0,0.304691995,0,0,0,0,0,0,0,0,0,0
195,1,0,0,1,C,3,p cover,2006,0,0,0,0,0,0,0,0,0,0,0.17051701,0,0,0,0,0,0,0,0,0,0,0,0,0.024722985,0,0,0,0,0,0,0,0,0.028430154,0,0.051729075,0.123875705,0,0.074038565,0,0,0,0,0,0,0,0,0.065297315,0,0,0,0,0,0,0,0,0,0,0,0.02700609,0,0,0,0,0.744097931,0,0.325637761,0,0.04487976,0.31976765,0,0,0,0,0,0,0,0,0,0,0,0
196,1,1,0,1,F,4,p cover,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044758065,0,0,0,0,0.174395161,0.143145161,0,0.067137097,0,0,0.186290323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022379032,0,0.673387097,0,0,0,0,0,0,0,0.496975806,0,0,0.191532258,0,0,0,0,0,0,0,0,0,0
197,1,1,0,1,F,5,p cover,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01424851,0,0.459382982,0,0,0.291261832,0,0,0,0,0,0,0,0,0.256222768,0,0,0,0,0,0,0,0,0,0,0,0.260398407,0,0,0,0,0,0,0.365371613,0,0.11056994,0.156614664,0,0.085929283,0,0,0,0,0,0,0,0,0,0
198,1,1,0,1,F,6,p cover,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.272594752,0,0,0.071028872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057815292,0,0,0,0,0.153719552,0,0,0,0.207255713,0.182685978,0,0.05489984,0,0,0,0,0,0,0,0,0,0
199,1,0,1,1,M,49,p cover,2006,0,0,0,0,0,0,0,0.005032468,0,0,0.020454545,0,0,0,0,0,0,0.02224026,0,0,0,0,0,0.202272727,0,0,0,0,0,0.025487013,0,0,0,0,0.239448052,0.077272727,0,0.058116883,0,0,0,0,0,0.025811688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011850649,0,0,0,0,0,0.114285714,0,0.07711039,0,0,0.219480519,0,0.901136364,0,0,0,0,0,0,0,0,0,0
200,1,0,1,1,M,50,p cover,2006,0,0,0,0,0,0,0,0,0,0.018342228,0.01440522,0,0,0,0,0,0.03057038,0,0,0,0,0,0,0.157023188,0,0,0,0,0.242020274,0.018342228,0,0,0.115316046,0,0.254431277,0.042798533,0,0.111721884,0,0,0.026216244,0.109036262,0,0,0,0,0.072443231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104773551,0,0.100836543,0,0,0.419419906,0,0.162303007,0,0,0,0,0,0,0,0,0,0
201,1,0,1,1,M,51,p cover,2006,0,0,0,0,0,0,0,0,0,0,0.010337019,0,0,0,0,0,0,0.019301456,0,0,0,0,0,0.246235092,0,0,0,0,0.107247546,0.031980396,0,0,0,0,0.148758472,0.054996355,0.005653179,0.16240675,0,0,0.022612715,0,0,0,0,0,0.005653179,0,0,0,0,0,0,0,0,0,0,0.005653179,0,0.021643377,0,0,0,0.092226685,0.005653179,0.039975495,0,0.031980396,0.191719528,0,0.795966003,0,0,0,0,0,0,0,0,0,0
202,1,1,1,1,MF,52,p cover,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041221034,0.006729055,0,0.037433155,0,0,0,0,0,0,0,0,0.006729055,0,0,0,0,0,0,0,0,0,0,0.006729055,0,0,0,0,0,0,0,0.140819964,0,0.072370766,0.175044563,0,1.512923351,0,0,0,0,0,0,0,0,0,0
203,1,1,1,1,MF,53,p cover,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127090604,0,0,0,0,0.022427754,0.084915538,0,0,0,0,0,0.049134441,0,0.056610359,0,0,0.10552841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207029178,0.104230071,0.011322072,0.084133743,0,0,0,0,0,0.067932431,0,0.089843641,0.397172972,0,0.586967751,0,0.005661036,0,0,0,0,0,0,0,0
204,1,1,1,1,MF,54,p cover,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0.008730159,0,0,0,0,0.053968254,0.030952381,0,0.244444444,0,0,0.053174603,0,0,0,0,0,0.030952381,0,0,0,0,0,0,0,0,0,0,0,0.013492063,0,0,0,0,0.192857143,0,0,0,0.045238095,0.069047619,0,1.20952381,0,0,0,0,0,0,0,0,0,0
205,2,0,0,0,C,7,p cover,2006,0,0,0,0,0,0,0,0,0,0,0.015656566,0,0,0,0,0,0,0,0,0,0.015656566,0,0,0,0,0,0,0.656565657,0,0,0,0,0,0,0.27979798,0,0,0.057070707,0,0,0.015656566,0,0,0.088383838,0,0,0,0,0,0,0,0,0,0,0,0,0.053535354,0,0.274747475,0,0,0,0,0.451515152,0,0.032323232,0,0.059090909,0,0,0,0,0,0,0,0,0,0,0,0,0
206,2,0,0,0,C,8,p cover,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283950617,0,0,0,0,0,0,0.247388414,0,0,0.062440646,0,0,0,0,0,0,0,0.052469136,0,0,0,0,0,0,0,0,0,0,0,0,0.103988604,0,0,0,0,0.913580247,0,0.125356125,0,0.158831909,0,0.051994302,0,0,0,0,0,0,0,0,0,0,0
207,2,0,0,0,C,9,p cover,2006,0,0,0,0,0,0,0,0,0,0,0.016908023,0,0,0,0,0,0,0,0,0,0,0,0,0.008454012,0,0,0,0.153502935,0.025362035,0,0,0,0,0,0,0.064422701,0,0.031076321,0,0,0.025362035,0.05667319,0,0,0,0,0,0,0.20665362,0,0,0,0,0,0,0,0,0,0.160391389,0.047984344,0,0,0,0.822309198,0.022622309,0.095264188,0,0.082035225,0.092994129,0,0,0,0,0,0,0,0,0,0,0.087984344,0
208,2,1,0,0,F,10,p cover,2006,0,0,0,0,0,0,0,0,0,0,0.012908864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223995006,0,0.032908864,0,0,0,0,0.323146067,0,0,0.092059925,0,0,0.089937578,0,0,0,0,0,0.027490637,0,0,0,0,0,0,0,0,0,0.124843945,0.134481898,0,0,0,0,0,0.637078652,0,0.077028714,0,0.096654182,0.098726592,0,0.028739076,0,0,0,0,0,0,0,0,0,0
209,2,1,0,0,F,11,p cover,2006,0,0,0,0,0,0,0,0,0,0,0.039286272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120448033,0,0,0.331987497,0,0.095488408,0.147340453,0,0.075154988,0,0,0,0.008319875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034107841,0,0.008319875,0.202266215,0,0,0,0,0.324094816,0.01663975,0,0,0.137744204,0.329101328,0,0.129700443,0,0,0,0,0,0,0,0,0,0
210,2,1,0,0,F,12,p cover,2006,0,0,0,0,0,0,0,0,0,0,0.032851253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268882927,0.011687717,0.030429946,0,0,0.028074079,0,0.021163536,0,0,0.014109024,0,0,0.066540148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087494274,0.14527845,0,0,0,0.577907205,0,0.074968916,0,0.463084877,0.15878542,0,0.018742229,0,0,0,0,0,0,0,0,0,0
211,2,0,1,0,M,55,p cover,2006,0,0,0,0,0,0,0,0,0,0,0.013069391,0,0,0,0,0,0,0,0,0,0,0,0,0.209833972,0,0,0,0,0,0.019242231,0,0,0,0,0.09838229,0,0,0.237079608,0,0,0,0.169178374,0,0,0,0,0,0,0,0,0,0.081311196,0,0,0,0,0.053724989,0,0.278458919,0,0.013069391,0,0,0.153937846,0,0.271902937,0,0.122349936,0.278458919,0,0,0,0,0,0,0,0,0,0,0,0
212,2,0,1,0,M,56,p cover,2006,0,0,0,0,0,0,0,0,0,0,0.047888477,0,0,0.004178411,0,0,0,0,0.004178411,0,0,0,0,0.147525604,0,0,0,0.018647865,0,0,0,0,0,0,0.069107035,0,0,0.157824912,0,0,0,0.128877739,0,0,0,0,0,0,0,0,0,0,0,0.018003125,0,0,0.056906571,0,0.031501335,0,0,0,0,0.965973433,0.077455591,0.16554526,0,0.006749105,0.029248878,0,0,0,0,0,0,0,0.038568677,0,0,0.016713645,0.015105927
213,2,0,1,0,M,57,p cover,2006,0,0,0,0,0,0,0,0,0,0,0.038324421,0,0,0,0,0,0,0,0.011933056,0,0,0.050108932,0,0,0,0,0,0,0,0,0,0,0,0,0.011933056,0,0,0.109922757,0,0,0,0.406615171,0,0.007229154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047732224,0,0,0,0,0.938453159,0.222024163,0.028570014,0,0.081253714,0.031788473,0,0,0,0,0,0,0,0.009407804,0,0,0,0.004703902
214,2,1,1,0,MF,58,p cover,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015753765,0,0,0,0,0,0,0,0,0,0,0.032768542,0,0,0,0,0.066220872,0.066327437,0,0,1.051124254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032875107,0,0,0,0,0.017014777,0,0.056665601,0,0.287865871,0.281640736,0,0.060812731,0,0.030930307,0,0,0,0,0,0,0,0
215,2,1,1,0,MF,59,p cover,2006,0,0,0,0,0,0,0,0,0,0,0.045145013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048172507,0,0,0.266587601,0,0.017686253,0,0,0.272370889,0,0,0,0.112849596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029477089,0,0,0,0,0.174339623,0,0.067545013,0,0.293908356,0.439473854,0,0.140308356,0,0.043963342,0,0,0,0.048172507,0,0,0,0
216,2,1,1,0,MF,60,p cover,2006,0,0,0,0,0,0,0,0,0,0,0.014087597,0,0,0,0,0,0,0,0,0,0,0,0,0.009030162,0,0,0,0,0,0.009030162,0,0,0.009564195,0,0.028108628,0,0,0.516203308,0,0,0,0.036120646,0,0,0,0,0.047220377,0,0,0,0,0.005024153,0,0,0,0,0,0,0.044165947,0,0,0,0,0.096343912,0,0.121497957,0,0.731423419,0.141461437,0,0.013036171,0,0.177681931,0,0,0,0,0,0,0,0
217,3,0,0,1,C,13,p cover,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01309922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198996656,0,0,0.052118172,0,0,0.016443701,0,0,0,0,0,0.168338907,0,0,0,0,0,0,0,0,0,0.075250836,0,0.164715719,0,0,0,0,0.191471572,0,0,0,0,0.474916388,0.150222965,0.494425864,0,0,0,0,0,0,0,0,0,0
218,3,0,0,1,C,14,p cover,2006,0,0,0,0,0.176079808,0,0,0,0,0,0.031394419,0,0,0,0,0,0,0,0,0,0,0,0,0.007309812,0,0,0,0,0,0.018929968,0,0.007309812,0,0,0.178990402,0.108514042,0,0.050324387,0,0,0.035704764,0,0,0,0,0,0.212251155,0,0,0,0,0,0,0,0,0,0.071876111,0.033549591,0.10327053,0,0,0,0,0,0,0.083029684,0,0.034860469,0.641930323,0,0.204674724,0,0,0,0,0,0,0,0,0,0
219,3,0,0,1,C,15,p cover,2006,0,0,0,0,0,0,0,0,0,0,0.029512195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418292683,0.073780488,0,0.009878049,0,0,0.059390244,0,0,0,0,0,0.15195122,0,0,0,0,0,0,0,0,0,0.034390244,0,0.009878049,0,0,0,0,0,0,0.310365854,0,0.238536585,0.356585366,0,0.307439024,0,0,0,0,0,0,0,0,0,0
